şarkı,stemmed_str
Ben Bir Şarkıyım,bek kal rüy git gel bek yoll gözl aşk rüy rüy gec aşk rüy bek aşk aşk gec gözl bek rüy kal gözl rüy hay gec yoll yoll özl bek aşk gözl aşk özl gözl gözl gel özl yalnızl yalnızl rüy gec kal gel hay özl bek gözl hay yalnızl gözl gel yoll gel gözl bek gözl yoll gözl rüy bek git kal aşk rüy yalnızl aşk bek yalnızl yalnızl yalnızl gözl kal gel kal hay gec özl yalnızl yoll bek özl bek hay bek bek aşk gözl gec gözl yoll bek gel kal gec kal gec gel aşk özl gözl hay gel bek bek özl git yoll hay gözl gözl yoll hay gec aşk bek gec gözl rüy gel gözl hay hay gec hay özl aşk rüy rüy git bek rüy yalnızl gözl gec kal yoll hay gözl gözl bek kal rüy gözl git özl yoll hay yoll gözl git özl rüy gec gözl rüy özl yalnızl gel hay hay hay git rüy kal gec gözl git kal gel yoll yoll kal gel gec rüy kal rüy hay yalnızl rüy aşk rüy bek rüy yalnızl bek yoll bek gözl yoll rüy yoll yalnızl gec gec gec kal rüy gec gel rüy rüy aşk rüy kal rüy git hay git bek aşk gözl aşk rüy gec özl aşk hay yalnızl yoll hay bek gec gel yoll rüy gözl gel gec gec gec git hay git aşk git gözl özl kal kal gec git yalnızl git hay rüy hay git gec hay kal hay git rüy aşk yalnızl yoll özl aşk gec özl yoll gec aşk yoll gözl gel hay hay kal yoll gel git hay hay gel yalnızl aşk gözl hay hay yalnızl rüy gel rüy yalnızl yoll gel gözl özl yalnızl özl hay gözl hay özl rüy git git kal git yoll gözl gel hay gec özl özl gözl gözl özl git özl git aşk yalnızl aşk kal özl git özl kal hay gözl rüy gec yoll aşk kal rüy yoll özl git gec aşk yalnızl gözl bek özl gec rüy yalnızl gec gel gec gec gec rüy gec gözl özl gözl hay hay hay gel aşk yalnızl yoll bek aşk kal hay kal git bek gözl hay yoll bek hay gec özl yalnızl kal hay gözl git bek hay gözl yoll hay kal özl aşk gözl aşk özl git kal gel bek yalnızl kal git gel git özl özl bek kal yoll gözl gec kal git git yoll gel git yalnızl yalnızl hay yoll gel hay özl gel bek git bek yoll aşk aşk bek gec rüy hay rüy yalnızl gözl yoll rüy yoll yoll yalnızl hay gec hay gel rüy yoll gözl aşk rüy git yoll rüy rüy bek gözl özl özl yalnızl git kal yoll yoll gözl git aşk rüy özl gel özl aşk aşk gec git yalnızl kal gel
Aşk Gitti Bizden,bek bek gec gel rüy yoll gec hay yoll aşk bek gec kal gözl rüy yalnızl gec rüy yalnızl gec bek gözl bek aşk yalnızl yalnızl bek rüy özl hay kal gözl yoll gözl gözl aşk git kal rüy özl bek yalnızl rüy gel özl git bek kal gözl bek hay gözl kal git hay aşk yoll yalnızl aşk yoll yoll aşk gel kal kal git yoll kal yalnızl git özl gözl rüy gec özl gec bek gözl gözl rüy hay gözl rüy gözl özl rüy yoll rüy aşk gel özl kal aşk hay yoll gec kal gözl kal gözl hay aşk aşk gec git aşk bek gel git kal aşk bek gözl rüy yoll özl aşk git kal hay gel aşk aşk gec yoll gec özl yoll git kal git gözl hay hay kal aşk git bek gel gec yoll git hay yalnızl gözl yoll rüy gel kal bek gec gel özl rüy özl yalnızl gözl gözl kal kal özl bek git gözl yalnızl yalnızl yoll gel kal rüy rüy gec yalnızl yoll hay özl yoll git gel gel gec aşk bek gözl aşk gec özl rüy özl özl kal kal yalnızl gel gec gec yoll gec kal gec bek özl yoll yalnızl aşk yoll aşk yoll git aşk hay bek gec yoll bek gözl kal gel yalnızl gel yalnızl hay yoll hay özl özl aşk gel hay gözl hay kal kal özl özl gec hay yalnızl gel gec aşk rüy kal kal git bek git aşk gel hay gel gec gec yoll yalnızl gel yoll aşk kal aşk yalnızl rüy hay kal git gec bek hay gel git özl gec rüy gec git aşk yoll bek git rüy aşk gözl yalnızl gel bek bek gec yalnızl gel özl yoll kal kal gec bek özl git yoll gel kal gec aşk bek gec gec özl özl bek git yalnızl özl gözl gözl hay hay kal özl gec yoll git aşk gel bek özl gözl git kal özl gözl gec hay gel yoll gel gec kal aşk yoll aşk gec hay aşk yalnızl aşk yoll gec git hay gözl yoll özl yoll özl aşk bek rüy yoll gözl yalnızl gec bek hay rüy aşk kal yoll hay yalnızl git yalnızl yoll gec özl hay bek bek aşk özl gel yoll hay yalnızl gec git yalnızl yoll yoll bek yalnızl hay yalnızl aşk hay yoll kal gözl gözl yalnızl gözl rüy rüy hay aşk hay gözl kal bek yalnızl yalnızl kal yoll aşk rüy gel yoll yalnızl bek gözl gözl gec gec hay rüy hay rüy gel bek
Gel Yanıma,yalnızl gec kal git aşk bek git gec bek özl git yoll kal gec bek aşk yalnızl aşk bek gel yoll aşk git kal yoll özl yoll gözl özl yoll rüy aşk gözl rüy gözl bek hay bek rüy gözl gel gel gel kal yalnızl yalnızl yoll gözl kal aşk hay aşk bek rüy gel git gel gec bek git özl gözl gözl kal gec aşk rüy rüy hay bek rüy gözl kal aşk git özl kal yoll bek gel gec özl bek gözl kal hay yoll rüy özl kal gözl kal gec özl gözl gözl özl gel yoll git git rüy gec gec aşk hay kal hay hay kal rüy kal yalnızl gözl rüy aşk gözl özl özl yalnızl aşk gel özl yoll gel aşk aşk gec gec rüy rüy gec kal gel git gec yoll bek yalnızl özl gec gözl özl bek hay özl gec kal hay gözl bek gözl rüy gec kal kal gec yoll hay özl git bek bek gel kal yoll kal git yoll yalnızl rüy yoll gözl gel aşk aşk aşk yalnızl git rüy gel gec yalnızl yoll aşk yalnızl kal git gözl gözl bek rüy gel bek yalnızl git aşk gel gel git gözl gözl gözl rüy gel yoll hay yoll gec rüy yalnızl bek aşk yoll rüy gec gözl özl yalnızl yalnızl bek bek kal yoll özl kal yalnızl özl rüy gözl git rüy kal gel özl özl aşk özl hay kal git kal gözl gel bek kal hay rüy kal git rüy kal yoll gel yalnızl aşk gel git gözl bek yalnızl git kal gec bek aşk bek git gel git yoll özl kal gec git git gözl yalnızl rüy yalnızl bek gel gec gel gözl rüy rüy hay gözl hay bek git gözl özl bek yalnızl gözl rüy rüy gözl rüy hay yoll rüy bek yoll rüy özl kal rüy gözl git yalnızl yalnızl bek hay yoll gözl bek bek git gec özl yoll aşk git bek aşk hay gec aşk git yoll hay gel hay git gel gözl rüy aşk bek özl gözl özl git özl bek kal yalnızl gözl hay özl hay aşk kal bek gel gel kal bek rüy gözl rüy rüy git özl bek yalnızl gel kal git git bek özl aşk hay hay aşk özl özl gel aşk aşk kal özl kal aşk kal özl gözl hay bek yalnızl gel gec gözl yalnızl yoll özl git rüy gözl gec rüy gözl rüy yoll gec aşk git yalnızl git rüy aşk özl rüy rüy yalnızl aşk gec aşk aşk hay hay yalnızl git
Kara Sevda,özl kal bek yalnızl bek bek rüy gel yalnızl gel gel gec git kal özl bek gel gel gel git gel yalnızl gec özl kal gec özl yoll gec rüy git git gec git yalnızl gec rüy rüy git gel kal bek yoll rüy git git gözl gec gözl gözl gec gec yalnızl aşk bek aşk gec gel hay gel aşk özl gec kal bek git gec yoll bek aşk özl bek yalnızl git kal kal gec yoll yalnızl rüy yoll yoll gec hay bek rüy yoll yoll rüy gözl kal hay bek bek gec rüy rüy hay rüy gec hay kal özl yoll git gec yalnızl gel kal git bek gec özl yalnızl aşk git git gec gözl hay hay yoll gel rüy gözl özl rüy hay aşk gec gec git özl aşk rüy yoll hay yalnızl kal bek özl özl aşk gözl hay kal bek gel aşk gel hay gec yalnızl kal gec git gel yalnızl bek hay git hay yoll aşk yalnızl hay gözl özl gel yalnızl aşk gel gözl git aşk gözl yalnızl gözl gec rüy hay git aşk rüy kal gec gec gel git aşk kal yoll hay gözl yalnızl gec bek özl git özl hay yoll aşk yoll rüy rüy özl git aşk aşk gözl yoll git özl hay hay kal git özl rüy rüy aşk gec bek hay rüy bek özl kal kal bek yalnızl özl git rüy bek gel bek gel bek gel gel gel gec bek gec özl bek yoll hay hay özl aşk hay rüy bek gözl gözl rüy bek gözl gec git gel gel yoll git bek aşk gözl bek yalnızl gel yoll yalnızl bek bek git yoll kal kal aşk yalnızl yalnızl yalnızl gözl gel aşk gec aşk git gel gel gözl bek gec özl hay yoll gel aşk
Sorma,gec rüy aşk aşk bek bek yalnızl kal gel rüy gözl rüy hay rüy gel gel yoll gözl yoll bek gözl özl kal gec aşk kal özl aşk aşk kal gel kal özl git hay gözl aşk gec rüy gec gec hay rüy bek yalnızl rüy gözl hay aşk rüy rüy git yalnızl yalnızl yoll gec yalnızl bek gel özl bek git rüy özl yoll kal özl kal gel git bek yalnızl git kal yalnızl git yoll yoll rüy gel hay hay hay yoll gözl bek aşk bek yalnızl gel git gel kal hay gec aşk git gec git gözl gözl git bek gec gözl rüy yoll yoll git git yalnızl gec kal yoll aşk özl yoll gözl gec özl gel gözl yalnızl hay gec hay bek gel git yoll bek yalnızl rüy gözl kal kal git özl gec aşk gözl rüy yoll git bek bek aşk kal aşk git yalnızl yalnızl gözl bek bek git rüy yoll rüy hay bek rüy gözl gec gec gec bek gözl yalnızl rüy bek git gözl kal yoll bek yoll rüy bek gel gec bek gözl hay aşk hay gözl hay aşk gec bek gözl özl gec gel yalnızl hay bek aşk yoll gel yoll git hay aşk kal gec bek aşk aşk bek aşk özl gözl gözl yalnızl hay aşk gel git aşk hay aşk gel hay kal özl gözl hay gözl yalnızl git gel rüy gec bek gel rüy gel özl gözl bek aşk gel gözl yalnızl hay git özl gözl bek kal rüy rüy kal gel özl gec gözl git rüy özl gel aşk özl gec gec git bek bek kal yalnızl git yoll gel bek git gec git gec gel gec aşk aşk gözl kal gözl git kal gözl aşk gözl aşk bek gel yalnızl gel gec aşk özl gözl aşk bek rüy hay hay gözl gec git kal yalnızl gel gel aşk yalnızl aşk yoll gec aşk gel gel gel rüy git gel bek yalnızl aşk hay git yalnızl kal özl kal yalnızl hay hay aşk gözl gel hay aşk özl gec rüy bek gec git kal gözl git yalnızl
Ben Bir Şarkıyım,gözl aşk hay gözl kal gec bek rüy git hay yoll gözl aşk gec özl özl rüy hay bek bek kal aşk özl aşk git gec hay yalnızl rüy yalnızl kal rüy kal bek yalnızl rüy gec gözl aşk gözl özl gel aşk gel hay gözl yalnızl gec gözl özl gel kal git rüy gec yoll yalnızl rüy kal kal gözl git rüy rüy aşk özl bek bek gözl gel git gözl gel kal yoll yoll kal git gözl bek özl yoll yalnızl gel kal yoll hay aşk rüy aşk bek yalnızl yoll git gel rüy kal hay gel gel git özl git rüy özl rüy hay özl aşk hay gözl aşk rüy gel aşk git hay kal gel yalnızl gözl rüy yalnızl rüy yoll yoll özl yalnızl özl yoll hay gec bek bek yoll rüy gözl gec aşk kal kal yalnızl bek gözl aşk kal kal gec yoll gec hay gel bek gec yoll gözl kal aşk rüy hay gel rüy kal git git özl gec yoll gözl gözl yoll gözl hay kal yalnızl rüy hay gec yalnızl bek hay hay gel gec yalnızl yalnızl gözl özl gözl git kal gec rüy gel aşk yoll özl aşk kal gec aşk aşk yalnızl hay kal yoll kal rüy gözl bek gec git gözl gözl yoll kal gel gözl özl bek hay hay kal özl yoll yoll gözl özl yalnızl git yalnızl aşk yoll bek gec aşk aşk özl özl kal hay bek gec yalnızl hay bek aşk yalnızl bek aşk yalnızl yalnızl gec git hay bek yoll
Ben Bir Şarkıyım,git gözl gel git yalnızl hay gel hay bek gec yalnızl yalnızl yalnızl gec özl git aşk gec gel bek yalnızl gec rüy yoll git aşk aşk özl yoll gec aşk aşk rüy aşk git gec gel rüy özl bek gel kal rüy gec özl aşk gözl gec gel gel gel gec yoll bek yalnızl git gözl kal hay yoll yalnızl hay yoll gel gec rüy rüy kal aşk gözl yalnızl aşk bek yalnızl aşk aşk yalnızl yalnızl kal özl yalnızl aşk kal aşk yoll bek gel özl bek gözl kal gel hay rüy hay gec özl gel yalnızl gel aşk gec git kal hay rüy yoll bek gözl git aşk gec gözl git gözl kal yoll yoll hay gec bek özl gözl aşk gözl gözl bek gec gel yalnızl gec özl gözl git yoll bek rüy git bek yoll hay özl git bek yalnızl git hay kal hay özl git gözl git aşk rüy yalnızl gec gel hay özl özl gözl rüy yoll gel gec gec hay gec yoll yalnızl git gözl kal gel aşk yalnızl aşk yalnızl gel yalnızl git aşk aşk gözl gec yalnızl yalnızl git yoll yoll hay rüy rüy hay git hay bek gel aşk aşk rüy bek özl hay gel aşk gözl aşk aşk hay yalnızl rüy hay bek hay gec bek gözl gec hay rüy hay gözl bek yalnızl bek gözl gel bek yalnızl hay gel hay rüy aşk yalnızl özl bek kal kal bek yoll git hay gel kal git hay bek gel özl yalnızl yoll gözl gel git gel hay özl rüy git gözl rüy yalnızl gec özl yoll bek gel aşk yoll yoll git gözl rüy kal git hay hay bek aşk hay aşk gel bek özl özl gel özl rüy gel gec aşk gel gel gel gözl özl yalnızl yoll gel özl gözl özl rüy hay gözl hay gel gel gözl git yoll bek git git kal bek kal bek gec bek git gec yalnızl yoll bek hay gözl gel aşk gözl özl kal aşk yoll gözl hay yoll gec gözl gec aşk hay yalnızl gel gözl hay bek git gec gec git git git kal git kal gec kal gec özl aşk gözl yoll yoll gözl bek hay aşk yalnızl özl rüy git özl git gözl git yoll aşk hay gec rüy bek kal hay kal yoll gel yalnızl git kal gözl yoll bek rüy gel yalnızl gec rüy hay hay hay yalnızl aşk yalnızl git gec gec yoll git özl kal hay rüy git git gözl yalnızl bek hay yalnızl yoll yalnızl rüy aşk aşk yoll yalnızl gec rüy yoll kal gözl gözl bek aşk kal bek aşk hay git gözl gözl yoll bek kal bek yoll gel gözl özl kal hay gec bek aşk yoll gec yoll yoll kal hay hay rüy hay yoll yalnızl yalnızl aşk git git yoll bek git rüy gözl kal git hay gel gec yoll kal aşk gözl gel
Aşk Gitti Bizden,bek aşk yalnızl bek hay yalnızl yalnızl yoll aşk yoll özl yalnızl gel aşk rüy gel kal hay aşk özl kal hay gel gözl kal bek kal bek gel yalnızl özl git yalnızl yalnızl hay rüy yalnızl özl aşk gözl gec git özl kal gel gözl hay aşk özl aşk gec aşk gec yoll kal gel yoll bek gec bek gözl yalnızl yoll gec gec hay yalnızl hay yoll gec git kal yalnızl yalnızl gözl hay özl kal gözl rüy yoll gel aşk git özl gözl hay bek kal git bek özl rüy rüy bek kal rüy gözl yoll gel kal yalnızl bek özl aşk kal yalnızl yalnızl rüy özl gec aşk yalnızl hay gel gel yalnızl hay hay yalnızl aşk bek rüy hay git özl hay git gözl rüy kal bek kal yoll gec özl özl hay gec gözl bek hay gec özl gec gözl yoll rüy bek rüy yalnızl gec kal yalnızl özl gec yalnızl rüy rüy kal yoll bek yalnızl gel gec gözl yoll bek gel git git gec gec özl rüy aşk yoll hay gel rüy aşk gel bek aşk yoll kal gel kal gec gözl yoll yalnızl aşk yalnızl aşk kal özl özl git kal gec git kal hay aşk bek aşk gel gözl gec git özl aşk gel gec özl gec rüy yoll özl rüy kal yalnızl yalnızl yalnızl rüy gec bek bek rüy rüy yalnızl git bek aşk yoll git bek git git gel git özl rüy kal aşk
Kara Sevda,git gec rüy gel yoll git yalnızl rüy hay gözl hay rüy gec yalnızl git bek gözl rüy gözl özl kal hay özl yoll özl rüy yalnızl bek yoll gel yoll yoll aşk gec hay gözl yalnızl gel yoll yalnızl bek git rüy hay aşk yalnızl gec yoll gel aşk git özl özl gec gözl rüy özl yalnızl git yalnızl gözl yoll gec hay aşk gec bek yalnızl gözl hay gec hay gel yalnızl bek aşk git bek gec rüy git git kal rüy hay bek özl git gel aşk özl bek git gözl hay hay git kal yalnızl bek bek gec gel git hay gel özl yalnızl yalnızl gözl gec özl kal özl gel kal rüy gel aşk gözl hay hay gel rüy kal özl gözl yalnızl özl aşk özl gec gec gec gec gel gel kal özl gözl yoll gec bek git hay bek aşk aşk git gözl gec yalnızl özl özl kal gözl yoll git kal yalnızl bek rüy gözl gec gözl kal özl aşk yoll kal rüy gözl gec yoll rüy yalnızl gözl rüy gel gözl yoll kal özl yoll yoll hay aşk rüy kal yoll yoll gel kal bek hay gözl aşk hay hay gec bek aşk gec aşk gel hay git rüy rüy bek bek bek gözl rüy hay git git rüy aşk kal yoll gel gel yalnızl gec gec özl yalnızl yoll yoll hay gözl gözl git yoll yoll kal rüy aşk bek aşk yalnızl yalnızl aşk özl bek yalnızl kal gec özl git özl rüy özl bek bek aşk özl bek yalnızl git gel gel gözl aşk gel hay gel gel gec rüy kal gözl yalnızl aşk gel özl rüy bek hay özl bek gözl gel hay gel gözl bek hay yoll yalnızl yalnızl bek hay rüy gec özl kal hay aşk yalnızl rüy git git gec gec aşk kal gözl yalnızl kal kal gec gel bek bek git özl kal aşk yoll hay gel kal aşk özl rüy bek kal bek kal hay hay yalnızl rüy rüy yalnızl rüy yoll özl hay özl gel yalnızl gel gec gözl yoll bek gec özl özl özl git özl gel bek gel aşk
Gel Yanıma,özl yoll gözl kal özl gec gec özl özl git yoll gel yalnızl gözl aşk gel aşk gec gec gözl kal kal rüy gözl rüy hay yoll aşk bek yalnızl bek yoll gözl gel yalnızl aşk gec gec aşk aşk gec aşk gel gözl gel gözl gel kal rüy özl yoll aşk gel kal yalnızl git hay aşk bek yoll hay yalnızl bek bek yoll aşk yoll gec yalnızl yalnızl gec rüy git bek bek bek kal aşk kal git kal hay yoll yoll gel rüy kal yoll kal rüy git gözl gel gec hay git yalnızl hay bek gel yalnızl yoll yoll özl yoll gözl git bek git gözl gözl rüy gel gec gec gel gel git gel gel özl yoll gec gel gözl özl gözl rüy yoll gözl özl yalnızl rüy yalnızl özl yoll yoll yoll gel yalnızl gel git git gec aşk git özl hay hay gec gözl gözl bek özl aşk git gözl özl gözl gel hay özl özl yalnızl hay yalnızl gec rüy gözl bek yoll özl özl özl kal gec yalnızl gel bek hay yalnızl yalnızl git bek gel bek özl bek kal özl hay özl yalnızl bek gözl gözl gel hay aşk özl yoll kal rüy gözl yoll gec gözl rüy aşk yoll yalnızl bek gec kal yalnızl özl gel rüy gel yalnızl kal rüy yoll git özl gel hay bek rüy yoll aşk git bek kal gec özl hay bek bek gec git yalnızl yalnızl gec özl kal yoll aşk gec yoll hay bek yoll yoll git özl gel aşk gözl git git rüy yalnızl gec yoll gözl gel gel kal aşk gec rüy aşk gözl gec
Bir Derdim Var,hay kal gec kal rüy gel hay rüy yoll git gec gec aşk rüy gözl yoll yalnızl yalnızl yalnızl aşk gec rüy yoll hay git yalnızl git hay özl gec git yoll özl yalnızl bek yalnızl bek kal bek rüy yalnızl gel yoll gözl bek git gel git bek aşk kal özl git gel gözl gel bek yalnızl aşk gel yalnızl yoll gec rüy gel hay aşk gel gözl git aşk rüy kal kal yalnızl aşk özl rüy aşk hay git bek git aşk git yalnızl yalnızl kal özl gel gözl gel git rüy özl aşk kal hay gec git aşk gözl özl aşk gözl rüy yoll özl rüy rüy bek git özl yoll gel rüy gözl bek rüy yoll gec özl kal yalnızl hay yalnızl özl gec gel gözl gözl özl özl kal rüy yalnızl gözl git kal bek gel kal bek gözl rüy kal özl yoll yoll bek özl yalnızl hay gec bek gözl gözl yoll kal gözl git gözl bek özl aşk yoll yoll gec aşk rüy gel yoll git kal kal git gel gel kal kal bek gözl yalnızl yalnızl gel gec gözl rüy git hay kal yoll gec özl aşk gözl bek aşk gözl gözl gel bek gözl git özl bek kal rüy bek gel yoll gel hay gec bek git hay rüy gec rüy gec kal özl rüy git kal yoll özl git kal yoll yoll gec gec yoll yoll yoll yoll gec yoll aşk gel hay yalnızl gözl gel gözl gel git gec git hay git gel yalnızl özl hay git yoll hay gec yalnızl gözl gel aşk gec bek kal özl yoll hay git özl hay yalnızl git özl gözl rüy yoll aşk gec rüy bek gözl gözl git bek git özl özl kal yoll aşk kal bek gel özl yalnızl bek gözl kal yalnızl özl hay özl rüy gec gel yoll hay hay bek gec bek aşk gözl gec yoll git özl özl bek gec gel hay hay yalnızl git git kal gel aşk git rüy kal git gözl bek rüy aşk aşk yalnızl gel yalnızl yalnızl yoll gel özl yalnızl gec hay yoll yoll aşk git rüy yoll yoll kal gel git gözl özl rüy özl kal git git git yoll yoll hay yalnızl aşk bek git yalnızl yalnızl gec yalnızl git yoll gözl gel hay yalnızl yalnızl gel hay git gözl aşk aşk özl aşk hay aşk kal rüy yalnızl bek git bek hay aşk gel git aşk yalnızl gözl gel gözl rüy yoll rüy git yoll yoll gözl hay yoll bek bek yalnızl hay hay aşk yalnızl rüy
Kara Sevda,özl gec git gözl yalnızl rüy yoll bek kal gözl gec git yoll rüy özl özl gel özl gözl hay özl hay yoll gec gel yalnızl kal bek aşk gel gec gec bek gec gel bek gel rüy özl aşk gel yoll gel bek aşk git kal aşk aşk kal gec yalnızl özl kal kal aşk kal git git gec yoll aşk hay bek özl yoll yalnızl kal yoll gözl özl özl yoll yoll aşk yoll kal rüy aşk özl git yoll gel hay hay yoll rüy özl kal kal aşk yoll gel bek gel bek özl bek rüy gel gel yalnızl git gözl git bek yoll hay yalnızl gec hay kal aşk git aşk özl hay kal yoll aşk yalnızl yalnızl hay gec özl gözl rüy bek yalnızl gel yoll kal gel özl özl kal yalnızl özl yalnızl yoll aşk gözl rüy kal özl yoll git yoll git hay yoll kal gec kal git bek rüy gel aşk yoll gec yalnızl yalnızl gec rüy bek gec gözl bek gec yalnızl bek gel gel yoll git özl hay gec yalnızl aşk aşk git aşk hay kal yoll git gel gec gözl yalnızl gec yoll bek git özl gel bek kal aşk gözl hay yoll rüy özl yalnızl hay gözl hay hay git rüy rüy git rüy aşk özl rüy rüy rüy rüy kal hay hay gözl yalnızl rüy gözl gec bek gözl yoll hay aşk rüy gel gözl yalnızl yalnızl aşk yalnızl rüy git bek hay gec aşk bek rüy yalnızl gel gel gec hay git yoll gec gözl yalnızl gel hay kal yalnızl aşk bek gel bek aşk yalnızl yalnızl hay hay bek gözl gec hay aşk özl gözl gec rüy git gec gec gec rüy yalnızl yoll yoll gel yoll yalnızl gözl gec kal özl kal hay bek özl hay yoll gec yoll gel gec gözl rüy kal yoll özl kal gel özl özl
Yalnızlık Senfonisi,gec gel hay gözl bek git bek kal gözl gözl gec hay gel gözl yalnızl özl gözl aşk yoll aşk gec bek yalnızl git rüy aşk özl yalnızl özl özl gel hay gec özl yalnızl rüy git yalnızl hay rüy gözl yoll gel bek rüy git yalnızl gel gec hay yalnızl yalnızl git hay yalnızl kal özl hay gec yoll gel git aşk hay gözl git yoll gözl git kal yoll bek yoll gözl rüy rüy hay git aşk kal bek hay gözl yoll gec aşk gel git gözl gec özl rüy rüy bek gec yoll hay gel yalnızl yalnızl bek gec kal bek gözl aşk rüy gözl gel gec yoll aşk yalnızl bek gözl rüy git kal özl kal git yoll yalnızl gel hay gel özl rüy gel gözl kal aşk kal git aşk yalnızl kal git özl özl gözl rüy özl yalnızl yalnızl yoll git gözl gözl gec git özl git yoll gel bek git git rüy gec git aşk gel kal git gözl gözl gözl gel aşk aşk özl gec kal kal kal rüy rüy gözl gel bek git rüy aşk kal git yalnızl gözl bek hay yoll gel gel gel bek özl özl hay bek bek git gel gel kal yalnızl kal gec yalnızl hay yalnızl yoll rüy gözl aşk gec özl yalnızl gec aşk yoll bek aşk yalnızl yoll yalnızl yoll aşk yalnızl özl bek yalnızl hay kal git bek yalnızl hay gec yoll hay gec git aşk gec gel hay gel bek git bek gec bek özl rüy bek yoll gel yalnızl yalnızl gel özl bek git yalnızl kal bek bek gec kal hay kal bek yoll yoll hay git yoll hay rüy git git gözl rüy git kal özl aşk bek kal yalnızl aşk kal gec aşk özl bek yoll git gel yoll bek rüy rüy gel özl hay kal git git özl yoll gözl özl
Yalnızlık Senfonisi,rüy gözl aşk aşk git gözl kal rüy gec kal aşk bek bek rüy hay aşk hay hay gec yoll yoll yalnızl özl aşk rüy hay bek bek rüy gözl bek gel gözl aşk yoll bek yalnızl yoll rüy bek gözl rüy bek özl rüy yalnızl gec özl gel hay yoll gel özl gel hay hay özl rüy gec gözl bek özl gözl gözl gel gel yalnızl gel git bek rüy git yalnızl gel aşk hay gözl gel rüy yoll özl özl gel git hay özl rüy gec aşk kal bek özl hay yalnızl kal gel git gel gec rüy yalnızl bek yalnızl gel gözl git yoll gel yoll gel git yoll gel git hay gec yalnızl gözl kal özl aşk gözl hay gel rüy gözl gel bek gec rüy gözl yoll gözl aşk rüy gel kal yoll hay bek gec gözl gözl rüy git yoll hay yalnızl yalnızl git yoll bek bek özl bek yoll rüy hay aşk gözl bek git yoll yoll özl yoll rüy yalnızl yoll gözl aşk kal aşk yalnızl aşk yalnızl gec gözl hay gec özl git aşk gözl gel hay gözl gel gel kal hay özl bek gözl rüy aşk kal gec gel gözl bek yoll gözl rüy gec yalnızl rüy kal yoll rüy yoll hay rüy gözl gel hay gözl hay gözl rüy kal gec gel gec rüy rüy bek bek gec hay gec bek gel kal hay özl gec yoll kal yalnızl git gözl bek aşk aşk hay rüy git kal gel git aşk gel özl aşk özl rüy yoll yoll hay aşk bek hay gec yalnızl rüy yoll gel kal bek gözl git git rüy kal gel rüy gec gözl yoll özl hay yoll kal gözl gec git özl kal yalnızl bek gel git özl gel özl kal git gel gel aşk gel kal git yoll yoll git yoll yalnızl özl bek gözl aşk bek yalnızl yoll git yoll yalnızl yalnızl rüy kal gel aşk özl yoll hay aşk gözl bek özl özl yalnızl bek rüy hay bek hay gec git yalnızl yalnızl yoll özl git aşk hay yoll yalnızl bek gözl gec rüy aşk bek yalnızl gec özl hay kal git gec gel gel aşk git git gec gel gec rüy gel yoll kal gec kal kal hay bek gec kal bek bek özl yoll gözl özl yalnızl gec özl aşk özl gec yoll aşk yalnızl git özl gözl bek rüy bek gec rüy yoll yoll hay gec yalnızl git bek özl kal yoll kal gec gözl gel gözl kal özl git bek kal kal gec bek gec kal bek gözl aşk aşk kal gözl aşk aşk gel gözl kal kal gözl yoll gec gel rüy aşk özl bek yoll gec özl git gözl git yoll bek aşk gec aşk aşk git rüy yoll gözl gel yoll kal yalnızl yalnızl rüy yalnızl aşk hay yalnızl hay gel
İstanbul Hatırası,gözl özl kal hay rüy rüy bek özl gel gec gec özl aşk gec gözl gel git özl aşk rüy yalnızl git yalnızl aşk rüy gec kal rüy git özl aşk gec özl yoll rüy yoll gözl özl gel yalnızl git yoll yoll gözl gec gel aşk gözl gec yalnızl gec gözl yoll yalnızl gözl bek yalnızl özl gec hay gec yalnızl kal hay kal yalnızl gec gözl git kal hay rüy gec kal git aşk gec git git gec rüy aşk yalnızl kal gel rüy gözl gözl gec kal gec özl gec gec özl gec gec rüy özl rüy özl gec hay kal gel aşk bek gel aşk hay gec rüy gel gel kal özl git rüy aşk bek yoll aşk yoll gec gec hay kal bek yoll yalnızl gel gözl yoll gözl bek yoll özl git gel aşk gec yoll gel bek özl aşk hay hay bek gel gec bek gel gözl kal bek bek rüy git aşk gözl kal yoll gözl yoll rüy gec gec kal git rüy hay rüy gözl gec yalnızl rüy yalnızl özl rüy git özl gec gel rüy git kal git kal aşk gel aşk gec aşk gel yoll aşk yalnızl rüy gec gözl kal özl aşk gel gel yalnızl bek yalnızl aşk kal git rüy özl gec hay gözl bek yalnızl rüy git kal gel hay bek gözl hay git yoll gec aşk özl yalnızl gözl aşk gözl gel hay hay aşk gözl bek aşk yalnızl kal hay git özl yalnızl özl git gözl özl hay yoll hay gözl gec yoll hay aşk yalnızl git hay hay özl gec gec git kal kal yoll git yoll kal hay bek özl yalnızl aşk hay git hay yoll git yalnızl yalnızl yoll yoll gözl gec gözl gözl rüy hay gel gel bek yalnızl yoll bek yoll yalnızl gözl bek yoll rüy hay hay yalnızl gözl hay git hay yoll özl kal yoll özl gözl yoll yoll gözl yalnızl yoll bek yoll özl yoll yalnızl gel yoll gözl gözl rüy gözl rüy yalnızl aşk gec yalnızl bek yoll gözl bek kal hay yalnızl
